activity_intensity,mask_type,pm25,pm10,co,no2,rmv_liters_per_min,duration_minutes,mask_efficiency,hour,temperature,humidity,wind_speed,inversion_factor,cumulative_toxic_load_score,pm25_retained_micrograms,co_blood_saturation_estimate
moderate_run,medical,27.0,48.45,3.59,19.66,43.82,23.3,0.6,18.78,29.55,65.49,5.86,0.242,22.49,11.03,0.0
light_jog,cloth,77.71,123.78,6.76,70.14,27.07,49.7,0.3,4.16,22.91,89.64,1.88,0.892,75.6,73.16,0.5
high_intensity_run,medical,38.18,66.45,5.35,50.86,57.31,51.5,0.6,0.24,21.41,89.37,0.71,0.889,63.62,45.1,0.69
light_jog,n95,67.13,122.53,5.41,53.87,23.31,19.3,0.95,22.62,21.15,85.85,1.67,0.74,4.69,1.51,0.0
light_jog,n95,175.97,241.35,5.63,83.85,26.99,34.7,0.95,2.74,18.6,92.58,0.62,0.968,8.76,8.23,0.01
high_intensity_run,n95,55.47,95.43,3.15,53.42,50.15,22.1,0.95,6.83,22.32,74.77,3.26,0.698,5.73,3.07,0.05
high_intensity_run,cloth,18.75,27.03,5.29,18.74,49.67,13.0,0.3,18.17,29.54,69.18,5.35,0.23,23.99,8.45,0.36
light_jog,none,28.76,51.63,4.93,22.99,22.45,47.5,0.0,13.94,33.52,55.03,7.03,0.06,53.01,30.67,0.6
moderate_run,cloth,94.23,136.13,2.99,66.88,43.12,65.3,0.3,22.5,22.54,77.17,1.78,0.726,87.01,185.63,0.59
moderate_run,cloth,41.71,69.0,1.58,20.81,39.82,96.1,0.3,16.42,31.86,52.83,5.79,0.131,73.09,111.7,0.3
high_intensity_run,n95,77.19,123.6,4.09,21.65,55.44,36.3,0.95,20.81,25.27,74.38,3.74,0.498,5.34,7.77,0.0
moderate_run,cloth,35.49,70.56,3.99,35.72,39.95,11.2,0.3,21.23,23.18,79.2,3.64,0.536,17.56,11.09,0.08
moderate_run,cloth,47.92,68.15,1.29,21.04,36.4,105.6,0.3,6.0,24.21,78.1,1.51,0.837,70.94,128.98,0.51
moderate_run,cloth,63.62,114.02,3.49,23.09,37.85,110.9,0.3,18.43,29.53,58.94,4.87,0.27,91.46,186.97,0.98
moderate_run,medical,133.13,204.57,1.92,134.16,38.01,150.0,0.6,20.12,24.62,73.74,2.7,0.497,98.25,303.66,0.4
high_intensity_run,cloth,31.65,40.35,0.73,24.31,48.82,130.0,0.3,13.13,32.82,47.99,5.58,0.156,81.83,140.61,0.31
moderate_run,none,62.01,110.38,5.17,62.31,38.39,45.9,0.0,23.12,21.45,84.35,0.89,0.814,87.1,109.15,0.94
light_jog,n95,120.25,215.94,1.72,30.9,22.84,40.0,0.95,5.44,21.96,81.35,1.57,0.862,4.74,5.49,0.0
high_intensity_run,cloth,47.35,80.44,7.37,53.5,57.54,61.4,0.3,17.81,29.72,54.87,3.99,0.278,100.0,117.09,1.67
high_intensity_run,cloth,96.61,124.04,7.31,45.74,57.91,14.9,0.3,3.05,20.66,94.44,0.38,0.981,54.58,58.18,0.38
high_intensity_run,none,40.15,64.79,4.79,81.98,49.31,25.3,0.0,0.05,21.83,85.77,0.78,0.876,66.5,50.12,0.49
resting,medical,64.16,110.17,10.9,42.94,6.83,36.6,0.6,3.78,19.62,81.34,1.45,0.921,9.89,6.42,0.08
light_jog,medical,43.29,55.15,7.95,38.68,28.71,73.8,0.6,4.8,22.22,83.57,1.66,0.884,58.75,36.7,0.65
moderate_run,n95,17.65,28.66,1.74,36.79,36.86,75.7,0.95,10.05,27.67,53.89,3.79,0.429,1.54,2.46,0.05
resting,none,21.86,31.23,5.33,31.73,7.24,37.9,0.0,16.54,30.5,57.29,7.11,0.069,16.93,5.99,0.24
high_intensity_run,n95,60.18,111.11,1.93,44.01,55.46,16.0,0.95,18.91,27.55,68.4,3.91,0.349,2.41,2.67,0.0
moderate_run,medical,90.92,142.74,7.96,34.99,43.5,64.6,0.6,1.38,21.24,98.0,0.24,0.962,81.73,102.21,0.84
moderate_run,none,95.32,126.11,2.9,28.66,40.95,15.2,0.0,23.59,21.16,84.94,1.83,0.797,39.93,59.25,0.07
high_intensity_run,none,86.45,145.29,1.69,22.21,53.1,28.2,0.0,1.12,19.85,84.89,1.06,0.911,71.75,129.63,0.23
moderate_run,none,38.82,67.36,4.07,26.1,40.21,45.7,0.0,18.26,30.36,62.89,4.11,0.297,69.7,71.28,0.56
light_jog,n95,21.11,25.03,2.91,18.71,25.16,13.9,0.95,4.23,20.48,90.78,1.65,0.902,0.0,0.37,0.04
moderate_run,none,28.5,56.07,7.88,21.56,39.71,24.3,0.0,22.01,22.42,81.04,1.84,0.686,60.31,27.47,0.84
moderate_run,cloth,111.97,196.89,9.39,40.89,35.78,70.3,0.3,6.95,22.12,78.2,2.65,0.721,92.79,197.1,1.6
moderate_run,medical,22.31,31.55,0.78,44.72,43.98,61.4,0.6,15.2,31.45,55.92,6.76,0.063,32.05,24.1,0.05
moderate_run,n95,61.62,125.69,4.13,42.8,43.41,17.5,0.95,3.48,19.32,88.69,1.26,0.935,2.29,2.34,0.09
high_intensity_run,medical,53.03,92.4,5.35,139.58,50.41,48.9,0.6,20.74,24.54,67.86,3.39,0.51,71.16,52.33,0.36
moderate_run,n95,24.33,30.69,3.99,55.06,39.04,11.0,0.95,21.82,23.53,72.45,2.04,0.662,0.0,0.52,0.04
light_jog,none,76.94,116.5,4.49,58.03,24.55,57.7,0.0,0.78,19.0,80.78,1.22,0.89,75.8,108.98,0.79
moderate_run,n95,152.63,246.53,4.77,25.27,36.3,25.8,0.95,23.46,20.29,79.36,1.07,0.826,2.47,7.13,0.05
moderate_run,none,55.84,86.93,1.2,65.72,34.03,35.1,0.0,21.92,21.19,74.36,1.8,0.682,56.01,66.69,0.11
light_jog,none,34.66,65.97,8.62,48.57,23.66,42.4,0.0,12.53,30.95,60.75,5.57,0.182,63.8,34.78,0.77
light_jog,n95,32.35,43.72,6.6,29.86,24.29,18.3,0.95,3.91,19.6,82.96,0.89,0.947,2.38,0.72,0.03
moderate_run,none,42.92,56.36,2.14,42.87,35.39,24.4,0.0,20.71,27.46,73.74,3.66,0.495,37.04,37.11,0.16
light_jog,none,60.67,96.22,1.77,92.01,25.35,98.1,0.0,18.54,30.04,62.31,4.78,0.281,91.35,150.93,0.36
high_intensity_run,medical,64.8,111.8,7.65,61.87,60.12,33.5,0.6,1.11,21.77,88.29,0.2,0.954,58.2,52.26,0.55
light_jog,cloth,46.22,88.49,4.68,81.89,26.68,43.9,0.3,0.08,19.19,86.04,2.35,0.799,54.31,37.87,0.22
resting,none,116.33,159.26,5.28,42.29,6.93,44.3,0.0,3.87,20.49,80.87,1.68,0.908,31.64,35.71,0.21
high_intensity_run,medical,54.24,76.24,6.02,18.03,46.9,82.2,0.6,1.91,18.56,90.39,1.69,0.904,71.67,83.61,0.93
high_intensity_run,n95,42.81,74.98,4.26,60.72,58.15,63.6,0.95,21.77,25.54,75.31,2.28,0.646,14.84,7.92,0.13
light_jog,n95,69.95,101.76,1.11,47.58,25.29,19.0,0.95,0.6,21.4,83.95,0.27,0.929,0.0,1.68,0.0
light_jog,none,144.35,201.79,3.17,61.88,25.85,88.1,0.0,3.35,19.11,85.66,0.36,0.981,100.0,328.66,0.69
light_jog,medical,51.09,65.6,5.43,47.37,28.87,106.6,0.6,6.88,24.71,78.45,3.8,0.668,70.96,62.88,0.64
moderate_run,n95,23.43,50.61,4.35,21.04,37.36,18.9,0.95,15.14,29.96,50.29,4.91,0.154,0.0,0.83,0.0
moderate_run,none,88.89,167.94,2.95,54.18,30.8,32.2,0.0,0.52,20.28,87.03,0.32,0.923,66.79,88.18,0.36
light_jog,none,37.38,56.9,3.01,26.02,22.89,37.3,0.0,10.6,29.57,60.27,4.82,0.337,37.46,31.93,0.3
resting,none,90.77,150.64,9.42,28.53,7.27,33.0,0.0,4.25,21.9,85.99,0.59,0.955,28.14,21.78,0.29
moderate_run,cloth,13.26,24.28,8.23,60.59,40.09,57.9,0.3,19.02,28.71,66.23,4.46,0.328,78.33,21.54,1.25
high_intensity_run,none,54.87,106.91,4.46,26.63,49.65,35.2,0.0,21.49,23.74,71.24,2.92,0.593,74.35,96.01,0.59
moderate_run,medical,54.46,83.93,7.58,47.12,35.46,28.5,0.6,4.36,20.84,85.19,1.71,0.896,35.53,22.03,0.1
moderate_run,n95,24.38,45.75,3.8,21.34,38.87,59.4,0.95,17.96,25.17,57.17,4.4,0.265,9.81,2.81,0.0
light_jog,none,27.13,41.65,6.02,109.84,22.51,10.0,0.0,7.26,26.73,66.4,3.2,0.672,26.27,6.11,0.06
light_jog,medical,35.39,61.13,2.86,47.26,26.04,45.9,0.6,18.24,27.87,60.16,5.68,0.218,26.37,16.92,0.12
light_jog,none,33.79,46.89,2.7,28.76,24.18,54.0,0.0,4.83,21.7,81.2,0.8,0.926,45.55,44.09,0.23
high_intensity_run,none,10.47,18.35,14.62,50.81,52.24,84.9,0.0,4.66,24.11,95.65,2.25,0.859,99.09,46.46,5.85
high_intensity_run,n95,28.53,39.7,13.27,48.03,51.66,41.9,0.95,6.6,22.41,80.37,3.09,0.722,12.71,3.09,0.0
high_intensity_run,cloth,31.12,45.37,4.23,56.08,56.16,11.7,0.3,1.91,20.03,91.13,0.94,0.941,32.48,14.29,0.07
high_intensity_run,n95,45.82,63.54,4.03,25.96,55.19,43.5,0.95,10.61,30.39,57.0,5.18,0.318,4.81,5.5,0.01
high_intensity_run,cloth,21.11,23.53,3.33,24.14,55.89,11.0,0.3,18.2,30.04,61.08,4.85,0.257,13.31,9.07,0.08
high_intensity_run,none,39.15,59.48,2.84,80.59,55.79,50.6,0.0,14.72,31.9,62.6,5.37,0.132,87.9,110.6,0.82
resting,cloth,37.23,62.66,4.51,31.3,6.96,76.7,0.3,3.67,21.97,83.77,0.26,0.983,24.82,13.9,0.13
light_jog,none,71.8,138.93,6.94,20.08,22.93,38.5,0.0,18.99,27.07,66.31,4.7,0.314,59.48,63.45,0.43
light_jog,n95,76.28,109.28,1.87,16.64,23.54,35.3,0.95,23.25,22.14,90.9,0.87,0.823,2.1,3.17,0.0
moderate_run,medical,41.66,79.68,2.17,35.5,38.74,62.8,0.6,19.93,26.61,66.77,2.89,0.473,46.2,40.54,0.23
resting,cloth,66.92,132.21,7.63,23.11,8.16,49.5,0.3,23.69,20.95,85.41,1.13,0.838,23.35,18.93,0.01
high_intensity_run,cloth,65.89,112.13,3.59,145.41,49.07,60.1,0.3,19.36,27.39,66.92,4.09,0.371,93.3,136.02,0.77
moderate_run,medical,49.97,100.26,8.01,17.69,38.66,128.4,0.6,19.59,25.59,64.51,3.47,0.418,87.12,99.26,1.49
moderate_run,n95,46.23,76.36,3.15,22.5,40.31,29.7,0.95,17.56,29.22,62.37,4.56,0.237,5.25,2.77,0.13
light_jog,none,17.46,30.07,5.26,185.77,24.39,52.6,0.0,4.88,20.08,78.65,2.25,0.852,80.35,22.41,0.66
light_jog,none,32.37,39.53,2.68,70.7,27.15,88.9,0.0,18.36,27.97,65.6,4.34,0.291,84.91,78.16,0.56
light_jog,none,24.86,41.5,7.32,11.21,24.38,89.7,0.0,13.49,33.31,53.88,5.5,0.148,78.85,54.39,1.46
high_intensity_run,cloth,75.32,109.31,5.27,34.1,53.97,55.6,0.3,12.47,32.03,57.02,6.04,0.162,89.54,158.17,0.97
moderate_run,cloth,40.56,64.33,1.59,48.86,42.61,34.4,0.3,20.64,25.36,72.24,3.12,0.516,48.06,41.57,0.21
moderate_run,none,43.22,63.8,6.61,29.15,45.79,59.6,0.0,2.53,18.14,89.39,1.04,0.946,84.34,118.05,1.59
light_jog,cloth,85.36,151.59,8.3,71.12,27.81,60.4,0.3,5.82,23.14,83.84,2.41,0.801,86.34,100.35,0.92
moderate_run,cloth,22.53,24.43,3.69,19.57,39.56,66.3,0.3,7.43,25.03,67.06,3.04,0.668,55.48,41.35,0.71
moderate_run,none,36.09,71.08,4.47,11.56,39.84,19.8,0.0,15.82,31.98,49.16,6.23,0.095,37.9,28.45,0.34
high_intensity_run,n95,20.16,41.49,10.81,94.54,55.21,105.0,0.95,3.37,22.04,89.18,0.3,0.984,34.86,5.84,0.29
high_intensity_run,medical,41.32,72.03,3.94,72.76,55.65,89.1,0.6,2.83,19.65,90.86,1.8,0.91,81.37,81.96,0.75
light_jog,cloth,39.52,61.0,4.53,129.51,23.31,39.3,0.3,8.77,26.83,66.93,3.45,0.545,51.74,25.32,0.21
high_intensity_run,cloth,157.88,291.43,3.11,49.95,59.12,84.2,0.3,2.0,21.1,91.68,0.2,0.98,100.0,550.06,0.82
light_jog,cloth,59.95,114.33,6.3,135.1,25.41,37.6,0.3,2.51,19.33,86.39,0.55,0.97,62.87,40.12,0.31
high_intensity_run,n95,33.83,53.98,2.01,33.62,54.8,95.6,0.95,6.97,24.5,79.88,2.62,0.721,9.92,8.86,0.0
light_jog,medical,46.65,79.88,5.55,82.87,22.46,43.3,0.6,9.2,25.45,64.17,3.83,0.493,37.01,18.13,0.22
light_jog,cloth,155.24,291.85,12.71,161.95,25.12,22.7,0.3,1.84,19.64,84.87,0.42,0.965,66.8,62.0,0.39
high_intensity_run,n95,16.41,30.79,2.06,26.54,46.67,118.8,0.95,22.4,24.04,86.28,2.64,0.676,5.99,4.55,0.0
light_jog,n95,63.57,102.04,7.34,11.48,23.84,64.8,0.95,16.14,31.49,58.05,5.1,0.158,7.0,4.91,0.11
moderate_run,n95,83.04,149.57,4.34,61.01,38.2,36.1,0.95,3.38,21.46,85.04,0.2,0.989,8.38,5.73,0.06
moderate_run,none,60.07,82.02,2.77,58.65,40.92,100.1,0.0,3.99,21.94,83.9,1.12,0.934,95.45,246.08,1.14
light_jog,none,34.37,63.06,2.6,31.55,28.76,60.0,0.0,18.17,30.38,64.11,5.88,0.204,57.87,59.34,0.4
moderate_run,medical,146.39,267.54,4.3,89.6,41.83,33.3,0.6,23.65,20.68,80.7,0.82,0.851,57.77,81.62,0.1
high_intensity_run,cloth,90.59,176.14,3.06,24.42,61.37,100.8,0.3,6.76,25.22,77.02,2.16,0.758,96.74,392.44,1.39
high_intensity_run,medical,23.09,35.9,6.9,33.38,57.84,66.1,0.6,11.51,33.46,55.03,5.24,0.255,71.0,35.32,1.02
light_jog,n95,53.87,73.0,3.06,27.41,27.25,50.3,0.95,21.6,23.53,78.17,3.41,0.576,7.3,3.69,0.0
moderate_run,none,109.71,167.95,4.54,113.53,45.94,41.6,0.0,20.73,23.27,65.35,2.81,0.539,90.92,209.59,0.86
light_jog,none,90.08,114.18,19.45,83.95,23.54,22.1,0.0,1.59,19.32,84.27,0.4,0.96,68.22,46.91,0.94
light_jog,cloth,49.64,57.77,2.73,23.17,23.41,10.0,0.3,17.95,29.63,61.8,5.0,0.235,3.74,8.13,0.14
light_jog,none,27.23,38.74,2.9,49.76,26.34,62.4,0.0,6.15,21.21,82.6,2.51,0.778,62.18,44.75,0.46
high_intensity_run,medical,244.89,329.64,3.2,44.75,54.98,19.0,0.6,23.98,19.91,85.01,1.63,0.829,58.37,102.53,0.09
high_intensity_run,medical,90.82,124.9,8.82,21.75,55.97,22.1,0.6,6.8,23.75,78.46,2.09,0.759,49.37,44.96,0.42
high_intensity_run,cloth,167.82,261.82,3.7,121.83,53.91,37.2,0.3,7.08,24.7,68.36,2.57,0.716,92.01,235.78,0.55
moderate_run,medical,61.66,98.01,4.32,32.73,38.09,37.8,0.6,20.99,26.62,72.82,3.53,0.523,37.8,35.52,0.16
moderate_run,cloth,62.94,87.23,2.63,200.0,45.19,24.1,0.3,1.37,20.91,88.87,1.28,0.909,65.98,48.07,0.19
moderate_run,medical,38.87,75.13,3.18,47.76,36.48,62.4,0.6,6.77,22.77,75.43,3.2,0.705,46.85,35.37,0.17
moderate_run,none,102.82,180.28,7.7,99.02,42.2,12.3,0.0,22.4,27.12,83.61,2.0,0.707,58.06,53.27,0.4
moderate_run,medical,149.73,219.75,1.49,50.52,41.68,61.6,0.6,5.26,22.04,80.79,2.49,0.824,71.48,153.85,0.14
light_jog,medical,117.65,176.27,1.22,61.58,21.84,34.6,0.6,4.58,19.3,83.06,1.72,0.888,28.04,35.57,0.08
light_jog,none,204.19,403.06,2.57,33.83,23.34,23.3,0.0,20.91,23.33,76.88,2.59,0.564,59.11,111.14,0.21
high_intensity_run,medical,48.11,77.06,2.39,12.64,52.08,13.2,0.6,18.8,26.61,62.29,4.72,0.301,14.76,13.23,0.01
moderate_run,n95,44.32,80.42,3.56,142.29,41.81,45.9,0.95,4.43,19.56,80.84,0.97,0.931,12.21,4.25,0.05
high_intensity_run,none,73.95,107.61,3.59,35.71,53.39,18.0,0.0,2.72,20.72,89.54,1.97,0.901,62.82,71.04,0.33
light_jog,medical,77.13,108.24,3.36,95.24,24.83,16.1,0.6,19.84,23.04,65.41,4.21,0.4,17.73,12.37,0.0
moderate_run,n95,55.48,101.64,3.24,185.08,35.34,88.4,0.95,3.29,21.52,92.66,0.96,0.951,19.52,8.66,0.0
light_jog,n95,48.09,83.99,8.88,27.57,29.65,15.0,0.95,20.03,26.93,62.76,3.37,0.456,6.33,1.07,0.14
light_jog,cloth,73.54,133.9,7.67,31.66,25.14,12.1,0.3,2.93,19.63,86.28,1.15,0.942,25.86,15.65,0.12
resting,medical,78.56,137.49,3.63,33.7,7.28,58.8,0.6,6.68,25.07,82.6,2.55,0.744,12.94,13.45,0.02
light_jog,n95,55.98,108.45,6.73,13.55,23.92,48.1,0.95,8.32,25.19,76.39,4.5,0.528,9.54,3.22,0.02
high_intensity_run,medical,73.11,90.61,0.7,64.43,52.13,28.3,0.6,4.14,19.9,84.89,1.06,0.934,36.86,43.2,0.08
light_jog,none,58.75,81.52,3.66,73.66,28.83,21.1,0.0,15.71,32.07,58.18,4.85,0.162,40.17,35.82,0.17
moderate_run,none,70.89,98.91,5.76,21.17,33.87,25.2,0.0,18.56,27.96,66.47,4.27,0.308,53.22,60.54,0.39
moderate_run,n95,47.13,86.46,2.85,68.41,40.89,28.9,0.95,1.47,19.31,85.86,1.48,0.902,3.19,2.78,0.03
moderate_run,cloth,21.21,31.31,6.18,45.34,36.12,54.9,0.3,2.47,19.91,89.73,1.63,0.916,69.61,29.44,0.84
moderate_run,none,32.21,63.83,2.59,42.98,38.7,46.6,0.0,6.01,24.6,75.51,2.32,0.795,66.76,58.04,0.46
light_jog,cloth,66.95,86.14,4.43,41.5,23.72,32.2,0.3,20.31,27.05,65.22,2.92,0.501,38.25,35.81,0.17
high_intensity_run,n95,26.82,44.08,1.19,42.69,50.66,32.0,0.95,11.96,31.68,56.52,5.63,0.209,3.4,2.17,0.0
high_intensity_run,cloth,74.7,103.39,8.0,35.34,55.16,60.4,0.3,4.69,21.0,85.97,1.2,0.911,98.57,174.08,1.63
moderate_run,n95,56.92,111.36,3.98,48.52,31.78,23.3,0.95,22.24,23.3,75.23,0.73,0.759,2.74,2.1,0.04
moderate_run,medical,62.97,118.72,4.78,34.42,38.99,12.9,0.6,23.23,20.48,82.89,1.12,0.809,15.97,12.62,0.13
light_jog,n95,82.64,115.29,3.92,54.18,24.82,82.9,0.95,0.18,22.07,81.25,1.59,0.843,12.93,8.51,0.0
high_intensity_run,n95,89.25,162.83,6.62,21.09,49.02,32.2,0.95,18.21,29.85,60.01,4.47,0.276,9.28,7.05,0.0
light_jog,none,39.21,59.16,3.41,57.77,28.03,112.0,0.0,16.25,33.31,53.28,5.39,0.146,93.87,123.05,0.88
resting,medical,24.59,44.33,6.24,31.08,6.67,29.4,0.6,19.38,26.01,70.04,4.57,0.348,4.67,1.93,0.04
light_jog,none,52.11,75.38,2.1,17.13,24.53,40.2,0.0,17.78,28.18,58.13,4.29,0.262,42.12,51.41,0.24
high_intensity_run,n95,86.57,114.57,5.69,40.7,52.39,22.0,0.95,7.51,25.9,67.24,2.66,0.681,10.63,4.99,0.0
moderate_run,none,11.59,11.59,9.5,35.81,39.74,47.0,0.0,18.78,27.56,71.19,4.49,0.311,80.27,21.65,1.71
high_intensity_run,medical,25.85,59.91,8.91,25.11,60.76,32.5,0.6,13.25,33.08,54.32,5.53,0.155,55.22,20.41,0.56
high_intensity_run,n95,62.03,129.75,0.68,18.91,65.88,35.0,0.95,23.45,22.87,87.71,1.11,0.824,2.63,7.15,0.0
light_jog,none,47.13,64.49,4.71,47.36,26.49,42.9,0.0,3.75,22.67,88.57,2.19,0.885,62.93,53.58,0.48
high_intensity_run,n95,46.47,73.99,1.08,39.65,59.79,29.8,0.95,17.59,29.61,63.14,4.33,0.25,3.14,4.14,0.02
moderate_run,none,33.29,55.9,2.56,51.79,45.49,46.1,0.0,19.59,27.7,69.83,3.33,0.426,75.57,69.82,0.47
moderate_run,cloth,112.07,147.95,2.9,95.46,40.8,25.5,0.3,1.61,19.41,89.77,1.28,0.916,58.11,81.5,0.21
resting,cloth,61.61,87.98,6.13,65.93,7.88,44.7,0.3,23.23,21.77,83.98,1.6,0.785,26.43,15.18,0.16
high_intensity_run,cloth,21.47,42.14,3.83,62.73,58.49,11.1,0.3,0.13,20.64,84.14,0.47,0.896,27.07,9.72,0.25
light_jog,medical,60.95,107.77,1.69,46.79,25.29,15.0,0.6,17.2,29.88,61.51,6.24,0.136,11.57,9.25,0.03
resting,n95,105.31,204.41,6.29,37.8,7.2,21.7,0.95,3.4,22.59,85.74,0.69,0.964,1.33,0.82,0.0
moderate_run,cloth,60.37,80.53,2.0,88.17,34.17,17.3,0.3,23.94,19.24,85.93,1.21,0.849,30.53,24.98,0.11
light_jog,medical,12.67,19.79,1.61,30.96,25.58,18.3,0.6,15.6,31.48,55.04,6.05,0.101,4.35,2.37,0.0
light_jog,n95,105.22,166.93,3.14,44.59,21.91,52.9,0.95,4.56,21.37,85.91,2.84,0.833,3.7,6.1,0.0
moderate_run,n95,35.11,49.71,3.74,24.95,34.8,33.1,0.95,1.79,20.78,83.91,0.76,0.947,5.05,2.02,0.09
moderate_run,none,33.99,48.08,3.4,46.27,40.62,29.8,0.0,17.37,28.49,59.38,4.54,0.229,51.86,41.13,0.33
high_intensity_run,n95,45.17,66.6,4.84,63.51,50.1,46.4,0.95,1.54,19.68,83.79,1.32,0.912,9.57,5.25,0.0
light_jog,none,24.91,43.39,2.57,75.54,24.99,48.5,0.0,23.76,20.29,85.71,2.67,0.765,53.73,30.19,0.32
moderate_run,medical,50.15,68.6,4.07,18.04,40.44,27.6,0.6,9.12,25.03,67.91,4.3,0.475,25.09,22.42,0.16
moderate_run,medical,56.7,112.75,3.65,64.0,40.59,71.2,0.6,20.25,27.01,78.35,3.17,0.483,61.78,65.53,0.46
moderate_run,n95,48.71,78.41,3.19,34.15,37.11,34.2,0.95,19.03,25.75,67.77,4.37,0.334,7.21,3.1,0.0
moderate_run,none,58.03,111.5,1.48,31.22,42.88,55.9,0.0,4.1,18.96,88.81,0.2,0.978,80.63,139.05,0.43
moderate_run,none,41.83,71.26,5.9,40.28,39.71,25.4,0.0,2.54,21.2,83.47,0.66,0.965,58.64,42.26,0.52
high_intensity_run,n95,135.29,227.92,5.65,28.2,56.94,45.3,0.95,7.9,25.45,72.6,2.34,0.668,17.13,17.44,0.14
light_jog,none,72.68,137.8,7.19,64.43,22.61,59.0,0.0,2.16,19.64,83.52,0.79,0.953,85.33,96.88,0.88
light_jog,cloth,27.65,50.46,3.66,31.0,24.64,55.0,0.3,9.74,28.31,66.88,4.29,0.427,41.41,26.25,0.25
moderate_run,medical,86.18,149.39,9.05,51.14,43.51,52.1,0.6,3.26,21.61,82.76,0.2,0.989,76.38,78.15,0.75
high_intensity_run,medical,59.79,124.86,4.58,30.18,59.27,24.6,0.6,19.74,25.74,64.88,3.78,0.414,38.97,34.9,0.25
resting,none,70.2,120.18,2.46,37.37,6.55,16.8,0.0,20.01,26.7,73.05,3.87,0.429,8.32,7.71,0.02
moderate_run,cloth,60.85,98.3,3.87,25.58,38.25,15.4,0.3,0.1,19.36,92.54,1.19,0.858,24.05,25.06,0.08
high_intensity_run,n95,45.54,71.69,2.86,16.09,50.65,28.9,0.95,2.72,20.5,91.91,0.2,0.989,7.46,3.33,0.13
moderate_run,cloth,27.96,44.77,2.07,200.0,37.9,27.6,0.3,3.03,21.3,85.93,1.85,0.908,57.92,20.45,0.16
high_intensity_run,none,44.55,67.79,6.52,51.11,48.84,49.0,0.0,4.72,23.14,79.68,2.74,0.833,91.07,106.56,1.25
moderate_run,none,23.81,35.13,3.48,200.0,39.56,39.3,0.0,2.15,18.15,86.28,1.24,0.93,84.31,36.99,0.51
moderate_run,cloth,58.36,79.25,5.34,38.65,42.03,15.7,0.3,19.79,25.97,69.53,3.42,0.436,33.57,26.95,0.27
light_jog,n95,18.55,34.49,12.11,39.63,23.43,65.0,0.95,19.77,28.28,68.6,3.45,0.433,5.99,1.41,0.0
high_intensity_run,cloth,31.57,51.5,5.71,27.74,54.6,43.8,0.3,13.05,32.92,48.44,6.18,0.129,68.75,52.87,0.82
moderate_run,none,97.76,189.05,2.09,71.92,39.29,23.5,0.0,0.8,20.05,92.27,1.18,0.893,61.39,90.39,0.25
moderate_run,cloth,51.09,86.61,2.6,51.19,43.38,26.2,0.3,23.16,21.59,88.47,1.92,0.764,44.23,40.69,0.2
moderate_run,none,40.51,75.01,4.34,15.71,38.04,82.6,0.0,17.81,29.61,67.77,5.13,0.221,85.57,127.29,1.26
moderate_run,none,77.13,110.27,5.18,25.58,38.16,17.3,0.0,22.78,21.56,75.34,1.39,0.765,52.31,50.91,0.22
moderate_run,n95,89.26,127.18,10.7,25.62,37.29,85.1,0.95,2.81,20.79,84.37,0.56,0.972,17.39,14.16,0.09
moderate_run,medical,91.26,143.36,2.55,43.17,36.36,32.5,0.6,19.88,26.77,70.46,3.41,0.443,34.51,43.16,0.0
high_intensity_run,none,87.57,128.35,1.67,55.59,57.33,33.9,0.0,0.62,19.05,86.86,1.44,0.872,84.63,170.24,0.15
moderate_run,cloth,63.68,116.95,1.79,45.08,39.57,46.5,0.3,20.24,25.04,69.32,2.41,0.52,59.97,82.06,0.01
moderate_run,none,18.82,25.5,9.14,32.21,40.18,12.6,0.0,23.67,20.54,81.32,1.31,0.827,36.54,9.53,0.59
light_jog,none,74.11,155.44,4.64,25.03,27.55,43.7,0.0,1.41,19.76,83.8,1.01,0.924,71.1,89.24,0.45
moderate_run,medical,129.37,175.58,5.8,78.14,44.26,58.3,0.6,19.49,27.13,75.69,3.54,0.407,80.98,133.49,0.57
moderate_run,cloth,93.19,187.59,3.24,57.68,34.73,28.4,0.3,1.87,20.22,82.28,1.84,0.895,54.82,64.34,0.29
light_jog,medical,98.12,174.41,2.18,63.28,26.3,37.4,0.6,7.4,24.19,66.6,3.85,0.63,34.58,38.57,0.09
resting,n95,34.23,66.37,5.44,74.61,7.13,113.4,0.95,20.75,26.43,68.77,3.26,0.518,6.04,1.38,0.01
moderate_run,none,60.14,100.64,1.61,14.81,38.52,62.0,0.0,3.74,20.62,86.93,2.32,0.879,77.48,143.55,0.38
moderate_run,n95,60.24,93.67,4.18,37.04,41.05,20.6,0.95,11.09,32.1,55.87,5.84,0.252,3.5,2.55,0.18
moderate_run,cloth,77.79,150.72,12.14,94.4,34.48,27.3,0.3,23.25,23.21,85.2,1.7,0.782,71.23,51.23,0.74
resting,none,69.59,140.3,0.61,17.14,7.82,31.9,0.0,17.99,27.74,58.14,4.47,0.264,12.77,17.35,0.0
light_jog,n95,20.34,24.96,1.46,17.04,26.03,64.2,0.95,16.57,30.1,56.28,5.22,0.164,5.12,1.7,0.0
light_jog,none,32.34,63.43,3.42,21.3,23.27,20.6,0.0,20.96,24.01,74.81,3.11,0.541,25.55,15.48,0.07
high_intensity_run,medical,22.99,24.81,2.42,16.34,52.42,55.1,0.6,20.15,26.14,77.0,3.18,0.475,33.99,26.57,0.24
